grad,fls1,fls2,fls3,pointvalue1,pointvalue2,pointvalue3,pointvalue4,pointvalue5,pointvalue6,pointvalue7,pointvalue8,pointvalue9,pointvalue10,pointvalue11,pointvalue12,pointvalue13,pointvalue14,pointvalue15,pointvalue16,pointvalue17,pointvalue18,pointvalue19,pointvalue20,pointvalue21,pointvalue22,pointvalue23,pointvalue24,pointvalue25,pointvalue26,pointvalue27,pointvalue28,pointvalue29,pointvalue30,pointvalue31,pointvalue32,pointvalue33,pointvalue34,pointvalue35,pointvalue36,pointvalue37,pointvalue38,pointvalue39,pointvalue40,pointvalue41,pointvalue42,pointvalue43,pointvalue44,ProbabilityWeight-fls1,ProbabilityWeight-grad,ProbabilityWeight-fls2,ProbabilityWeight,ProbabilityWeight-fls3,PointProbability,prefix
0.1234365983,0.0729370963,0.7456666945,0.5790088466,22.0249408772,22.6122130324,23.234371135,23.8813703061,24.4336353601,24.9727198216,25.5474217108,26.1628342635,26.7820414097,27.4308655718,28.3060917088,29.2020607089,41.4230474069,54.4478960594,68.9235862554,83.953724706,99.4616594718,115.070797309,130.638905294,145.728291828,160.448869116,173.680133053,174.644468144,179.085046473,183.496444695,187.734320334,191.960004156,196.170936827,200.502880286,204.672188751,208.813353974,212.947541249,216.461899069,218.043745581,223.279782676,228.593930134,233.843226782,239.053111506,244.014381693,249.062989367,254.052909676,258.891024805,263.58327946,268.206906639,1.0,1.0,1.0,1.0,1.0,1.0,27
0.0041901787,0.099721692,0.1592937775,0.1665439066,22.0461918092,22.6243988365,23.2310418277,23.8270563471,24.3327574664,24.8000321627,25.3201144095,25.8245618462,26.3103119467,26.8350743268,27.5203013463,28.0345713493,34.7430066415,41.6344016491,49.161838312,56.8170710559,64.5424313637,72.1073869901,79.6006640506,86.797469734,93.767463984,100.06106171,102.12795429,112.169409466,121.77372825,130.576357328,138.893427849,146.447529988,153.18346203,158.729215503,163.576086866,168.054791134,171.667527952,174.566608037,185.0941903,198.537618239,211.576041112,224.31296529,234.518953864,242.396142526,248.905411199,254.578350485,259.544958651,263.870407572,1.0,1.0,1.0,1.0,1.0,1.0,30
0.0408562989,0.1070486762,0.8445298592,0.5255222203,22.0604624372,22.6562703118,23.2502423885,23.8584897055,24.3821346692,24.8783237327,25.395477806,25.9357571392,26.4859807444,27.0340680854,27.7816021069,28.2889816818,34.9971800382,41.9334570191,49.531584578,57.3836566402,65.4637098253,73.6265967546,81.849192834,89.9564317475,98.0109183723,105.344626797,105.808455935,107.919909088,110.040806591,112.080818724,114.109948256,116.124754425,118.21599562,120.224033497,122.209995125,124.189543325,125.859982987,126.781021213,129.839772515,132.700986342,135.472021814,138.48446401,141.304520447,143.981446257,146.637053561,149.310849482,151.976562964,154.576786801,1.0,1.0,1.0,1.0,1.0,1.0,31
0.198353831,0.1015986159,0.3225907576,0.6234246616,22.049286282,22.6477844259,23.2874010332,23.9692692796,24.5658486174,25.1540132566,25.7881744314,26.4780844731,27.1875153779,27.9309068143,28.9485995669,29.6681228274,39.3603192561,49.5376132664,60.9048574537,72.9101463412,85.5980337701,98.8146215237,112.57187073,126.545908348,140.796081268,154.06151876,156.396421149,167.749691904,179.065545607,189.971856779,200.691172176,211.183215809,221.848146624,232.109597704,242.325470409,252.473388646,261.120504312,264.867681843,276.786984212,288.271044501,299.386582257,309.957818355,319.793858567,329.576552942,338.819267342,347.49229864,355.765097079,363.723709769,1.0,1.0,1.0,1.0,1.0,1.0,32
0.1966320227,0.0790260473,0.6671576938,0.6403403494,22.0090210286,22.6054378701,23.2473700699,23.9244363784,24.5190684015,25.0959995663,25.7348665232,26.4111426614,27.1024721858,27.8367451347,28.8402168584,29.7855931964,42.6462605457,56.3508276246,71.7127460489,87.8775658595,104.844004737,122.249545989,139.962575302,157.474956442,174.850160572,190.712829871,192.048001942,198.2618438,204.451045948,210.419420883,216.368200424,222.26431389,228.294490248,234.135127419,239.956865315,245.761532599,250.678232252,252.732555391,259.416334046,265.958016073,272.519210152,279.125081174,285.320884518,291.541014625,297.820625948,304.106358905,310.34124635,316.546746452,1.0,1.0,1.0,1.0,1.0,1.0,33
0.0778482527,0.0920144883,0.4010222371,0.341147107,22.0788473814,22.6669294756,23.273921151,23.9038871579,24.437193622,24.9525155544,25.4909011143,26.069226922,26.6510750982,27.24815385,28.0524570479,28.6948917021,37.342861856,46.405766115,56.4026368612,66.7484457854,77.4006366481,88.1782018625,99.0453692203,109.731736074,120.299788807,129.883925099,131.221961435,137.606369075,143.903144275,149.924632195,155.849598383,161.618158967,167.388157588,172.888718743,178.369624768,183.860727533,188.584539204,191.453054908,200.939884199,210.020309968,218.484463136,226.899119312,234.516616704,241.587679249,248.234723804,254.496424293,260.373504952,265.91441116,1.0,1.0,1.0,1.0,1.0,1.0,34
0.0915780865,0.0786571062,0.4810546648,0.135142813,22.0753615212,22.6558598018,23.2762369902,23.91765892,24.4575911456,24.9745910738,25.5365425324,26.1280688973,26.7129756565,27.3379538046,28.1694615772,28.9509883294,39.5486574786,50.7475303564,63.1392324663,75.9288173742,89.0370372642,102.159219041,115.242020626,127.940446246,140.337562926,151.512478703,152.803477784,158.915528347,164.94824101,170.715958223,176.399338368,182.047179213,187.768657379,193.182457645,198.477118506,203.686451897,208.131781415,213.264402934,230.040888424,244.974532513,259.517096345,274.782749488,288.779608187,302.531030239,315.931524063,328.231712043,339.109616856,348.674585551,1.0,1.0,1.0,1.0,1.0,1.0,35
0.1038030829,0.0965786211,0.1088704917,0.8464553866,22.0337309846,22.6607606682,23.2618827901,23.8838066694,24.4648935369,24.9883497014,25.5738963323,26.150072595,26.7647761527,27.3737129711,28.2356701121,28.8908398751,37.525368284,46.5664609935,56.5812557408,67.0247255218,77.8929631298,88.9987528969,100.29829237,111.574481848,122.816707714,133.134743133,136.95130703,155.71418286,174.023362837,191.190502181,207.052728078,221.19428495,234.526130937,246.858880753,258.866505841,270.587448941,280.505685036,283.078353143,290.43617066,297.452483768,304.983208172,312.495945048,318.853914104,325.178355711,331.805973162,338.448318677,344.944382687,351.233342556,1.0,1.0,1.0,1.0,1.0,1.0,37
0.0925420557,0.0741300147,0.2609104787,0.5297128483,22.0760474413,22.6622158339,23.2787810287,23.9182459695,24.4614693652,24.9834667851,25.5433644892,26.1367740374,26.7303577506,27.3536879736,28.1897917145,29.0210504928,40.3332006756,52.3457130087,65.6268108023,79.3186766544,93.3187586,107.265345671,121.050445224,134.332202778,147.230297682,158.796147908,161.324635872,173.548075548,185.286688853,196.238139331,206.825790329,216.925471344,226.49752495,234.872244191,242.426442485,249.203559726,254.439896906,255.968115539,261.100066724,266.630868384,271.678560136,276.260013774,280.44263292,285.328656295,291.199099827,297.590581259,304.003814441,310.26665465,1.0,1.0,1.0,1.0,1.0,1.0,36
0.0864304335,0.1057276008,0.590937332,0.2326140117,22.0443944487,22.6483008972,23.2494515691,23.8788387455,24.4307870578,24.9469615579,25.5003104757,26.0788538595,26.6789485153,27.2785354973,28.1105436152,28.677809869,36.2335356411,44.0883342259,52.7383536652,61.7293656435,71.0468175903,80.5521778289,90.2029916275,99.8425492638,109.505530333,118.384140504,119.227124826,123.14396538,127.041814544,130.818254043,134.582469553,138.37567608,142.238826614,145.946214309,149.634297081,153.314088933,156.443074365,159.637657142,170.447756498,180.830849962,191.262250677,201.640302102,211.187029311,220.326541957,228.791930682,236.614490181,243.956242445,250.878566096,1.0,1.0,1.0,1.0,1.0,1.0,38
