grad,fls1,fls2,fls3,pointvalue1,pointvalue2,pointvalue3,pointvalue4,pointvalue5,pointvalue6,pointvalue7,pointvalue8,pointvalue9,pointvalue10,pointvalue11,pointvalue12,pointvalue13,pointvalue14,pointvalue15,pointvalue16,pointvalue17,pointvalue18,pointvalue19,pointvalue20,pointvalue21,pointvalue22,pointvalue23,pointvalue24,pointvalue25,pointvalue26,pointvalue27,pointvalue28,pointvalue29,pointvalue30,pointvalue31,pointvalue32,pointvalue33,pointvalue34,pointvalue35,pointvalue36,pointvalue37,pointvalue38,pointvalue39,pointvalue40,pointvalue41,pointvalue42,pointvalue43,pointvalue44,ProbabilityWeight-fls1,ProbabilityWeight-grad,ProbabilityWeight-fls2,ProbabilityWeight,ProbabilityWeight-fls3,PointProbability,prefix
0.1303894336,0.0966168911,0.4127856398,0.7768846019,22.0609247898,22.6522256912,23.2767350855,23.9319117938,24.4957654623,25.0402331069,25.6284098531,26.2560932094,26.8918780926,27.5586894596,28.4623665891,29.1386409883,38.2363395387,47.7717097595,58.3730847319,69.4783029591,81.0906664652,93.0221176125,105.256053553,117.491971549,129.780260966,141.098044591,142.608298023,149.82339961,156.991264191,163.894405903,170.725052238,177.444722664,184.226485909,190.720845636,197.181144098,203.639414066,209.169175873,211.116984192,217.411144386,223.595419036,229.511416126,235.350582156,240.925772162,246.532781611,252.05948542,257.462627911,262.731995911,267.864135422,1.0,1.0,1.0,1.0,1.0,1.0,39
0.0244108402,0.0913728738,0.8084980746,0.1888397877,22.0403573391,22.6333893868,23.2216061946,23.8259251648,24.3396616816,24.8296873182,25.3303003199,25.8622604259,26.4034068317,26.9356026841,27.6620836095,28.2394925904,35.9808669272,44.0697520106,52.8892165007,61.8835363842,70.9717316971,79.971370389,88.8209536059,97.3535456348,105.660295307,113.078806385,113.580107679,115.868276955,118.144906261,120.333160558,122.497389603,124.631306271,126.816209702,128.913129558,131.009357377,133.114361034,134.916256247,137.122844132,144.587872677,151.759608157,158.70484963,165.811204729,172.448362513,178.662889554,184.359359252,189.61943801,194.536768799,199.155053914,1.0,1.0,1.0,1.0,1.0,1.0,40
0.0151433135,0.1017777268,0.6187813852,0.8495535476,22.0703556751,22.6436539898,23.2437249034,23.8527361927,24.3514325349,24.8290278703,25.3289095894,25.8556243411,26.3674346947,26.9024528918,27.6050573061,28.1100865326,34.8422844216,41.7876831078,49.3669645956,57.1157557849,64.9778951751,72.7752268116,80.5170348698,88.0099179188,95.3368198796,101.941994039,102.529327834,105.273002642,107.988741818,110.590826951,113.185953144,115.744110876,118.31309736,120.739700293,123.126769944,125.496649069,127.512442254,128.149685405,130.315822193,132.523284533,134.511563754,136.515058456,138.411715275,140.199858609,141.872122632,143.538663532,145.216013906,146.906678611,1.0,1.0,1.0,1.0,1.0,1.0,41
0.0289842369,0.0847923365,0.7496764303,0.8348731133,22.0707357912,22.6542487252,23.25314934,23.8618946075,24.3733440128,24.8593453517,25.3704626651,25.9033790636,26.4312273985,26.9746904324,27.6986526138,28.3319538004,36.8278121088,45.7214823792,55.4461725192,65.3392985619,75.3052464354,85.1232973409,94.7794688949,104.040286903,112.990738078,120.967849613,121.555429835,124.267543588,126.96307918,129.535328398,132.068120663,134.523391914,136.989560335,139.332028556,141.647910161,143.958902053,145.922812607,146.608580382,148.913438805,151.167620159,153.222458735,155.196354097,157.152228824,159.049901424,160.778948972,162.499680964,164.297786053,166.141757751,1.0,1.0,1.0,1.0,1.0,1.0,42
0.0792557379,0.1126246354,0.7883382916,0.2384131627,22.0605838671,22.6727524554,23.2660962129,23.8875755663,24.4405387602,24.9531164648,25.4987415956,26.0656545288,26.6628039156,27.2447844039,28.0627224622,28.5905997585,35.579236721,42.8208461956,50.7638152853,59.007653418,67.5375253245,76.2282253763,85.0225332172,93.8167272986,102.653087264,110.781411229,111.369958797,114.051554961,116.735395043,119.347968591,121.945120972,124.578980055,127.294394781,129.904811896,132.474680413,134.989499803,137.076502436,139.580387868,148.013400975,156.2790036,164.523754308,172.9009379,180.78435061,188.601230951,196.241398512,203.593533913,210.627533796,217.261836928,1.0,1.0,1.0,1.0,1.0,1.0,43
0.1810816141,0.1064183632,0.5952024287,0.2162859,22.0623425643,22.6729101698,23.3002738006,23.9694460012,24.5679107591,25.1381646474,25.763690424,26.4253815426,27.1184212987,27.8281296099,28.8168210201,29.4877679187,38.4576646083,47.8387230445,58.2842219724,69.287272712,80.8853846966,92.9527075662,105.486592496,118.248116741,131.26485539,143.395245842,144.536677022,149.86370409,155.18212281,160.340275232,165.499957336,170.686464994,175.999129812,181.14723883,186.313016964,191.514816625,195.962286765,200.776379049,217.182910087,232.987566798,248.431501511,264.31909697,279.129430654,293.06566339,305.961618336,317.965977887,329.225868708,339.76333909,1.0,1.0,1.0,1.0,1.0,1.0,45
0.1312981869,0.0946277127,0.5556432681,0.6245128224,22.0758991702,22.667928221,23.291291707,23.9472570802,24.510832947,25.05845269,25.6437827172,26.2745320329,26.9149337391,27.582570518,28.4881995601,29.178038842,38.4784139609,48.2439903046,59.0975935496,70.4612017201,82.3323281081,94.5217978685,107.00061522,119.463519722,131.96982228,143.467911989,144.612796638,149.990863656,155.331416404,160.477119475,165.60013001,170.72837422,175.98078801,181.026081649,186.039857867,191.033986544,195.283587715,197.089042932,202.982416614,208.885301639,214.584259097,220.592636571,226.223911046,231.691094666,237.143790532,242.554031607,247.837596002,252.950767417,1.0,1.0,1.0,1.0,1.0,1.0,44
0.0646954563,0.1072449321,0.685753575,0.6554180641,22.0656569936,22.6539778313,23.2570384615,23.8828523175,24.4117816609,24.9187350789,25.4500289974,26.0171783253,26.5897617543,27.1716661902,27.9606251645,28.492341877,35.5911397542,42.9430168482,51.0225780886,59.4002398064,68.0535591607,76.8452438681,85.7580111628,94.6107516889,103.466400236,111.577001963,112.234636249,115.282118973,118.322753583,121.27150841,124.212693859,127.159425823,130.175214065,133.068048139,135.952554453,138.847275685,141.327083479,142.217916478,145.163992481,148.21110787,151.197312988,154.283155512,157.159341182,160.017327777,162.962347168,165.978422793,169.008330603,172.025124007,1.0,1.0,1.0,1.0,1.0,1.0,46
0.1886771609,0.100539989,0.4179851575,0.5313380423,22.067351557,22.661067331,23.3012467439,23.9810520177,24.5701313458,25.1514593096,25.7790252342,26.4609142214,27.1565487499,27.890893737,28.8897562081,29.6039090692,39.225910057,49.3254889635,60.6087357647,72.5218632005,85.1045000006,98.1894285237,111.788115052,125.561842907,139.574204898,152.599719976,154.336348923,162.676996834,171.010377545,179.069519314,187.074071039,195.004094191,203.146402739,211.037942878,218.924655289,226.789693959,233.496621126,236.876367076,247.864671493,258.628763559,269.186340447,279.854597683,289.854600283,299.697707939,309.326722276,318.693168034,327.749050732,336.47313595,1.0,1.0,1.0,1.0,1.0,1.0,47
0.0755023121,0.0877346031,0.4917146829,0.1156386104,22.0684256145,22.6446186261,23.2601313399,23.8948638348,24.4211590244,24.9343769465,25.4758447081,26.0578582608,26.6296175111,27.2360139049,28.037413233,28.7059363198,37.7351434749,47.2053419108,57.6559250195,68.4454495035,79.517746086,90.6511132811,101.836190389,112.771257941,123.538772229,133.289751059,134.38993516,139.609660581,144.778240988,149.733558285,154.637640745,159.476092958,164.347296813,168.951436385,173.498415183,178.047992536,181.973144608,187.093476049,204.243339759,220.064969571,235.411352017,251.19205527,265.550401145,279.292301133,292.287574497,304.203413247,314.944639856,324.592507585,1.0,1.0,1.0,1.0,1.0,1.0,48
0.0991907048,0.1062779657,0.4579962383,0.7706788551,22.0438304314,22.6331872561,23.2495226369,23.8920764666,24.4420989584,24.967120905,25.5344382975,26.1341008857,26.7387999925,27.370356426,28.2249522291,28.7997940139,36.4795316946,44.452150034,53.2702491271,62.4799602263,72.0828438667,81.9173717175,91.9837489866,102.066083015,112.215919946,121.59591807,122.725357703,128.087225572,133.42187103,138.576229856,143.699944938,148.787186513,153.939976481,158.88365275,163.7991931,168.705690529,172.893960408,174.353968757,179.07348399,183.556590383,188.078569752,192.690847674,197.143959676,201.567670072,205.786398156,209.83468901,213.776222687,217.640155493,1.0,1.0,1.0,1.0,1.0,1.0,49
0.0214806604,0.0907256209,0.4905887027,0.3861810079,22.0474525729,22.6410395871,23.2275586729,23.8317328174,24.3460816488,24.8308521427,25.3305627693,25.8586054792,26.3954569366,26.9249055295,27.6473587265,28.224068112,35.9583114357,44.0341745511,52.8410354249,61.822015249,70.8934199516,79.8763920164,88.7050201318,97.2225811114,105.499373513,112.888598572,113.69090641,117.44733735,121.153717053,124.697081145,128.150758864,131.555997459,135.018706651,138.338933588,141.654678829,144.978630903,147.853115275,149.692226181,155.64661573,161.455929381,167.072099616,172.712489719,177.840211799,182.797545134,187.589164701,192.042656349,196.115741773,199.84679036,1.0,1.0,1.0,1.0,1.0,1.0,50
0.1782515589,0.0859665541,0.8001718579,0.6901929821,22.0442458851,22.639361751,23.2766932375,23.9480354974,24.5337757089,25.1017098386,25.7261799917,26.3885882185,27.0645665619,27.779076046,28.753830519,29.5906489354,40.914743292,52.906062333,66.3185958342,80.4167539448,95.2101533261,110.438689666,126.043035068,141.589416587,157.122578863,171.371001975,172.37370445,176.979959428,181.580991954,186.025812491,190.46311217,194.864151591,199.363342916,203.723585276,208.085372233,212.457237771,216.168146099,217.677605061,222.475914683,226.943472928,231.400406932,236.149117964,240.734415779,245.225902913,249.699164651,254.208343205,258.738328886,263.295934161,1.0,1.0,1.0,1.0,1.0,1.0,51
0.0123175596,0.1027767233,0.6162009125,0.5447069355,22.0482965508,22.6359422095,23.2253560871,23.8242336697,24.3293560277,24.810050699,25.3041430795,25.8231834464,26.3425068181,26.8625439773,27.5615053749,28.0576646596,34.6351038751,41.4295023812,48.8284975451,56.3934935926,64.0706949611,71.7065565397,79.2851588964,86.6389753251,93.84127978,100.317451818,100.893286416,103.585629146,106.273589119,108.845041718,111.368503452,113.821538125,116.309208926,118.672179148,121.014786762,123.371488939,125.399259318,126.36610986,129.612214716,132.815367913,135.806234275,138.852143476,141.881959359,144.932320525,147.865077161,150.710148658,153.529639405,156.313593526,1.0,1.0,1.0,1.0,1.0,1.0,52
0.1000468691,0.0879369004,0.3797869783,0.3061170406,22.0906713226,22.6744544886,23.2897025126,23.9333441015,24.4731292075,25.0003693664,25.553092827,26.1547907339,26.757530427,27.384241141,28.2255208832,28.926124121,38.4177547606,48.4056407148,59.4575299329,70.9239455315,82.7609049575,94.7668552306,106.896411225,118.838490741,130.66257134,141.397505276,143.009056333,150.721870021,158.294476012,165.522124871,172.621837766,179.546187728,186.479824797,193.082360591,199.622837064,206.087458211,211.581503993,214.830771615,225.448480957,235.634588045,245.2343871,254.62320936,262.853476682,270.440677158,277.710597671,284.687480859,291.295192155,297.591600496,1.0,1.0,1.0,1.0,1.0,1.0,53
0.0950676272,0.0885292509,0.7399618099,0.1550458157,22.0624985628,22.6507094135,23.2631225672,23.9028157546,24.4441121958,24.9741101841,25.5256874429,26.1255155346,26.7320939804,27.353648909,28.1953843656,28.8877772956,38.2567086896,48.121427924,59.0227114073,70.3252753562,81.9824179269,93.7818770147,105.6660012,117.347448052,128.918005691,139.419171739,140.197543456,143.781031251,147.341284914,150.775364145,154.218836945,157.679555729,161.247204635,164.681902112,168.120307528,171.58033702,174.540552972,177.952888495,189.636175017,201.155941039,212.454733693,223.840365477,234.249219874,244.06175928,253.227091122,261.821098814,269.940139005,277.679221699,1.0,1.0,1.0,1.0,1.0,1.0,54
0.1970674081,0.0812481041,0.1518484401,0.4789057495,22.126399129,22.7521872645,23.3795308747,24.0488915531,24.665922469,25.2559644401,25.8964244412,26.5727685844,27.2931009592,28.0202157866,29.0401149491,29.9579878784,42.366419645,55.6016777518,70.4276252697,86.0688883143,102.545555053,119.553455844,136.917555211,154.177057837,171.38035624,187.112339561,191.869326678,215.180487012,237.83615724,259.110642528,279.200809455,297.275585348,313.866931024,328.654971207,342.668781864,356.204662161,367.539384549,371.701145757,385.056756809,397.488473097,410.767546708,427.024059766,443.649759999,459.131425724,473.392641179,486.760817725,499.260864374,510.856997569,1.0,1.0,1.0,1.0,1.0,1.0,55
0.1043215481,0.0815968649,0.7806404936,0.2322653936,22.0474510606,22.6421983694,23.2550705059,23.8942314256,24.4451529994,24.9780154541,25.540971924,26.1425657143,26.7566198371,27.3838598921,28.2401609407,29.0094963853,39.4303034628,50.4625692612,62.6807532351,75.3528823451,88.4225359727,101.621276894,114.852415307,127.786319459,140.511398777,152.012203718,152.835176392,156.609433974,160.359174299,163.962739673,167.548210275,171.105826502,174.74565153,178.24243895,181.723768561,185.208654965,188.174439135,191.184310061,201.400015886,211.366285517,221.070311093,230.996446559,240.318085285,249.297581601,257.831135668,265.905925454,273.564880045,280.871855665,1.0,1.0,1.0,1.0,1.0,1.0,56
0.1572920689,0.0845004572,0.4532467393,0.2887397779,22.0607680747,22.6627414674,23.2888631291,23.948755929,24.529034402,25.0952830138,25.6994140059,26.3489192623,27.0184627708,27.7090381237,28.6557532495,29.4720600007,40.521097435,52.2400798444,65.3210880889,79.0593854984,93.4538165656,108.242139935,123.327286576,138.299666143,153.225037658,166.864828595,168.543210808,176.512327073,184.382293063,191.909606398,199.359915472,206.66902377,214.049945757,221.11312159,228.142525922,235.171537388,241.166641948,245.260090072,259.13951673,272.694542743,285.264008892,297.376616895,308.444706089,318.848839009,328.500452273,337.547201276,346.151029319,354.427814489,1.0,1.0,1.0,1.0,1.0,1.0,57
0.0404245055,0.1194099021,0.7643072378,0.6843379284,22.0405650519,22.6477331447,23.2322500896,23.8411592226,24.3757343542,24.8699711342,25.3880427957,25.9285959464,26.4928619379,27.0393887455,27.8024748086,28.2555196745,34.2286442596,40.3667861135,47.0582517427,53.9862698143,61.1324089614,68.374421383,75.6363834476,82.8507569241,90.0624587359,96.6715507506,97.1564060852,99.3633971804,101.589401618,103.779926045,105.940444733,108.070962756,110.221775873,112.335653947,114.507349216,116.740755943,118.682774279,119.359013781,121.517716552,123.546586849,125.593378514,127.690017106,129.748810704,131.861153242,134.021822908,136.215364201,138.483092456,140.866449005,1.0,1.0,1.0,1.0,1.0,1.0,58
0.1656178532,0.1016049745,0.8991006703,0.5510074288,22.0367376899,22.6358721294,23.2652758268,23.9285897012,24.5099060514,25.0745237212,25.6849373374,26.3369426857,27.0065572085,27.7033793949,28.6578598774,29.3425962563,38.5219338257,48.1392838366,58.8443290954,70.08824959,81.8973602977,94.1198628108,106.767605923,119.539911417,132.483667273,144.478637812,145.240263902,148.721995541,152.222161345,155.616176517,159.007915129,162.381684118,165.859518519,169.24501926,172.64751679,176.070689619,178.965106595,180.404560167,185.039117253,189.43980943,193.843821699,198.449292504,202.943128166,207.342326082,211.617634165,215.899919731,220.256300377,224.672128462,1.0,1.0,1.0,1.0,1.0,1.0,59
0.1317392807,0.1085301258,0.4134955268,0.3429957309,22.0693527001,22.6658882758,23.2840907715,23.9350861997,24.4985676386,25.042180603,25.6223794724,26.2446862734,26.8819666417,27.53735594,28.4335216928,29.0366792267,37.1074045737,45.5120815476,54.8147675362,64.544239929,74.7081201814,85.1743610526,95.9451536046,106.802164564,117.801862098,127.989149051,129.375105675,135.989735606,142.551446063,148.877187762,155.181451449,161.476727325,167.906988886,174.095894358,180.251557587,186.366505069,191.563452854,195.309476196,207.813484849,219.624733516,231.256598828,243.169915177,254.188002313,264.415573259,273.747599206,282.381746417,290.474932315,298.100916612,1.0,1.0,1.0,1.0,1.0,1.0,60
0.1815031009,0.1091248245,0.7277888775,0.246508357,22.0570280578,22.6738722448,23.2971689476,23.964419713,24.5681104026,25.1367777897,25.7636661172,26.4222439432,27.1188366632,27.8247744981,28.8167073781,29.4712900678,38.2040585535,47.3266210031,57.4698095269,68.1493152828,79.4000101593,91.0990068684,103.230234645,115.601373173,128.237236448,140.032057657,140.956517684,145.213084901,149.491949908,153.664959306,157.823207047,162.016408434,166.31042833,170.462855675,174.620994525,178.810962588,182.389638856,186.245529068,199.396474562,212.502956028,225.151781606,238.163424227,250.431962862,262.573881511,274.539672415,286.077790696,297.054685684,307.391791312,1.0,1.0,1.0,1.0,1.0,1.0,62
0.0008308031,0.0916900765,0.2533577845,0.1663867481,22.0771866569,22.6858596477,23.2537426453,23.8397274354,24.3496576263,24.8325122858,25.3041956167,25.8112720919,26.3435780533,26.8338772594,27.5187504868,28.0610170043,35.3058190238,42.8807350848,51.0780133251,59.3861622621,67.7089148043,75.901489403,83.8563000295,91.4674320663,98.8225251167,105.303369441,106.758207748,113.732238332,120.398704414,126.583113837,132.518366543,138.197421185,143.829553964,149.058347943,153.988592433,158.463142722,161.938399508,164.609520588,171.937826747,177.138216125,185.720148004,196.706133878,206.627231158,215.079892855,222.299528403,228.517757765,233.907865404,238.577427308,1.0,1.0,1.0,1.0,1.0,1.0,63
0.1010185863,0.0915685717,0.1360463916,0.6061321338,22.0176053589,22.6317472974,23.2312733391,23.8588746955,24.4218412809,24.953587147,25.514665015,26.1041772443,26.7255855797,27.3355005838,28.1907888498,28.8711009679,37.9829318193,47.5722836005,58.1650815485,69.1690958935,80.5569639319,92.1553908359,103.886152524,115.514198751,127.079008675,137.610927421,141.191834025,158.738351574,175.735841834,191.624477884,206.486286655,219.806397486,231.953621036,242.634049042,252.65827354,262.28362398,270.328628171,272.649667403,280.280483181,287.989240861,294.824993171,302.571788052,311.000439119,319.615579852,328.047397266,336.175284014,343.967441687,351.335125724,1.0,1.0,1.0,1.0,1.0,1.0,65
0.105144222,0.0785322679,0.4183706829,0.1560578698,22.0804375798,22.6712725727,23.2874893327,23.931164436,24.4821276804,25.0138388856,25.5795445491,26.1851009177,26.7970201704,27.4327848761,28.2916834362,29.0928833116,39.9758665095,51.5112253287,64.2887866919,77.5250891102,91.1494618619,104.86191696,118.562688474,131.907804591,144.989833682,156.795149966,158.352438223,165.775156956,173.094719221,180.081618761,186.923937647,193.71425608,200.670689928,207.305572911,213.798228347,220.125310523,225.481259734,230.650451033,247.172178821,261.773969721,275.442794379,290.271285959,304.367323356,318.569603089,332.905759554,346.404996523,358.535138225,369.300050975,1.0,1.0,1.0,1.0,1.0,1.0,66
0.0372070645,0.0745230498,0.4016031677,0.5542022291,22.0613526845,22.657450011,23.2483940416,23.8591168868,24.3839335426,24.8763854598,25.3908683585,25.931876477,26.482986363,27.0324368105,27.7818196886,28.5108016263,38.3860479848,48.8294753495,60.2630478381,71.9062048005,83.6312937383,95.1570287242,106.367170028,117.045347916,127.28608356,136.346527596,137.567590163,143.320940305,148.893536498,154.150497905,159.277286266,164.327600531,169.421797249,174.254658244,178.96618715,183.508204195,187.278526005,188.956459165,194.237759491,199.495386615,204.683206898,209.552871302,213.798848924,217.714053349,221.401574186,224.858092374,228.052934544,230.981620971,1.0,1.0,1.0,1.0,1.0,1.0,61
0.000336418,0.0775691237,0.8856550675,0.3827944186,22.0424420851,22.6199881998,23.2081293038,23.8084698353,24.299728199,24.7704301158,25.2496055259,25.7623941441,26.2681303482,26.776966514,27.4552514975,28.0984316441,36.8203111068,45.985092115,55.9331588875,65.9315118404,75.8312598165,85.3891928765,94.5390599638,103.104494591,111.209930081,118.279014607,118.691420671,120.563667164,122.420106071,124.212920114,125.968826507,127.669460976,129.38856958,131.050406189,132.721272861,134.382097257,135.808678893,136.913154991,140.414158046,143.651769769,146.7552637,150.166205581,153.457239711,156.509799105,159.32125098,161.945198213,164.357073964,166.557677675,1.0,1.0,1.0,1.0,1.0,1.0,68
0.1057457936,0.071368868,0.4624423981,0.1390767593,22.0575059394,22.6338042877,23.2607446753,23.9085136248,24.4506021416,24.9765043237,25.5473129113,26.1528798248,26.7477376595,27.3911110661,28.2422067146,29.1326134818,41.2877631592,54.2211346181,68.5581805528,83.3606151482,98.521633163,113.626892922,128.569144565,142.935458137,156.856660751,169.334233615,170.797331586,177.745337313,184.597333932,191.138660921,197.583534809,203.988030418,210.507313421,216.680083326,222.701591021,228.608090392,233.637311873,239.132205361,257.089308391,272.947907515,287.89142615,303.599511862,318.236973654,333.111250674,348.007656663,361.796687657,373.971031566,384.666134297,1.0,1.0,1.0,1.0,1.0,1.0,64
0.1963965688,0.0947650841,0.2358743118,0.1783689624,22.0566598583,22.6607692191,23.2931595353,23.972569747,24.569572909,25.1580474022,25.7834619093,26.4710129948,27.1856400285,27.9204024159,28.9347016842,29.7077230064,40.176332415,51.2360596173,63.5928924151,76.6363404863,90.3998323408,104.709842616,119.507184275,134.438601894,149.555869123,163.526643571,167.06145003,184.37448276,201.319126434,217.399908844,233.018716802,248.176165259,263.278228876,277.227304669,290.304349348,302.248776968,311.663003573,318.289990655,337.153460909,352.90404706,378.211188806,407.67530945,434.154840677,458.100095836,479.179044954,497.813230551,514.521072697,529.647977327,1.0,1.0,1.0,1.0,1.0,1.0,67
0.1931104432,0.0912747955,0.3579383482,0.1217736276,22.0431154615,22.6529536984,23.295997768,23.967820309,24.581649731,25.1510989793,25.8136528032,26.4781892396,27.1631953969,27.8992913853,28.9096454853,29.7243283696,40.608342605,52.0821685272,64.9424474444,78.5006801562,92.7960883263,107.558714561,122.789201838,138.090008756,153.457851563,167.686919365,169.95565755,180.898164739,191.78063384,202.224294484,212.539906244,222.715896257,232.97378951,242.737404267,252.334516058,261.790627383,269.797944589,279.96108551,312.034857815,339.220119345,365.51654051,392.630527003,419.4715799,445.681917478,469.00554463,488.966498601,506.291790678,521.573266563,1.0,1.0,1.0,1.0,1.0,1.0,69
0.0907832339,0.0737629196,0.1646561953,0.1103296196,22.0491405232,22.6517404175,23.2645084849,23.8898159107,24.4472066599,24.9626019524,25.5368586358,26.1099846494,26.6951038306,27.3030845507,28.1325748753,28.9736401575,40.2972854268,52.3154220541,65.6115051459,79.3117652234,93.3290109049,107.293211208,121.112728904,134.432632089,147.330677786,158.901285995,162.031381857,177.227049819,191.85003214,205.423624066,218.061589067,229.363829602,239.783884575,249.174128037,258.153907048,266.845496176,274.105721309,285.343465042,323.817059776,359.272015089,384.462917523,402.46809019,415.193931239,425.013648749,432.573561368,438.52463668,443.374484661,447.394648656,1.0,1.0,1.0,1.0,1.0,1.0,70
0.1226859533,0.085494139,0.5612434796,0.7855099714,22.0651905945,22.6516480805,23.2759294695,23.9289887888,24.4843586761,25.0247822084,25.6040727363,26.2261265142,26.8515522712,27.5096234206,28.3962412138,29.1501559038,39.3615095839,50.1375910532,62.1126351384,74.5966414972,87.5604132685,100.758601291,114.13747822,127.340253968,140.437222312,152.371949474,153.574065224,159.225609607,164.81951883,170.192038807,175.524772224,180.795779828,186.13683875,191.253177205,196.329333369,201.373281093,205.657358371,207.103062815,211.75104203,216.293170838,220.643139117,225.213325703,229.594378543,233.863861106,238.13936103,242.465659479,246.797401975,251.140513184,1.0,1.0,1.0,1.0,1.0,1.0,71
0.0056944357,0.1077944317,0.857500782,0.8911085867,22.0343704559,22.6398834866,23.2146811971,23.8054426441,24.320565338,24.7964456723,25.285843402,25.7923465332,26.3210546513,26.8202178844,27.5194709629,27.9864173201,34.151450849,40.5164401702,47.4214792993,54.4874894344,61.6637750762,68.8127258358,75.8434747151,82.6749300513,89.3636228328,95.3667295479,95.7559987465,97.5060930998,99.2601514501,100.96656642,102.673717559,104.373732059,106.060752194,107.62923739,109.165620856,110.703948064,112.014704491,112.412008844,113.760899,115.084298121,116.351448341,117.682909169,119.136669724,120.524452564,121.741051727,122.849674964,123.948057941,125.078040432,1.0,1.0,1.0,1.0,1.0,1.0,74
0.1872508683,0.1146389393,0.4402958921,0.6566347547,22.0889631568,22.6730546202,23.3185631366,23.9997872318,24.5803073963,25.1626676099,25.7853896231,26.4702526886,27.15500389,27.8951798636,28.8815621627,29.5075125098,37.90247932,46.637496905,56.3559891916,66.5945331411,77.3920067533,88.5938711717,100.283050244,112.174280113,124.376066737,135.812931214,137.252628942,144.203000513,151.192653159,157.981752208,164.787253897,171.567500164,178.560536462,185.340767857,192.122627557,198.90947455,204.691435534,206.984710673,214.530312072,221.953708259,229.299709352,237.043617136,244.327002666,251.475356718,258.539518964,265.579943176,272.560826821,279.491456376,1.0,1.0,1.0,1.0,1.0,1.0,72
0.0369504745,0.091346086,0.6355840065,0.3007774503,22.0448155948,22.6327502747,23.2285285508,23.8412583014,24.358512399,24.8508668025,25.3638326915,25.9064365801,26.4521969618,27.0029749427,27.7478633744,28.3387224964,36.2661823617,44.5431795142,53.606894616,62.8947259063,72.3385367159,81.7549363532,91.1008963951,100.175559989,109.049833359,117.024628723,117.721683121,120.962160034,124.176598397,127.265366318,130.315395733,133.314345951,136.336218808,139.217511619,142.080998469,144.939645478,147.38462084,149.480248239,156.480370237,163.107072444,169.502540388,176.06043859,182.116998144,187.866413398,193.318518215,198.487328345,203.384643972,208.027462594,1.0,1.0,1.0,1.0,1.0,1.0,73
0.0020197638,0.1148039594,0.1340340838,0.472342284,22.0990061415,22.6280248778,23.2398990316,23.8689680649,24.323363452,24.798137218,25.2614123532,25.8070770481,26.3005102751,26.8449746981,27.5189882077,27.9350329095,33.6438590464,39.4600490213,45.7870455978,52.2706100355,58.8521083247,65.3850784791,71.8931105798,78.1724004862,84.3762260464,89.9802746657,92.1510420534,102.79131599,112.903841885,122.244428207,131.076901895,139.143853379,146.376476889,152.384346301,157.651826687,162.326416045,166.009801153,167.19748958,171.232941239,175.290619106,178.739855809,182.391270072,187.382712477,193.371320744,199.038236769,204.137336548,208.833594527,213.364039495,1.0,1.0,1.0,1.0,1.0,1.0,75
0.0526939384,0.1047486287,0.6787663541,0.1705090066,22.0379792314,22.643175581,23.233849482,23.8449537702,24.3814285242,24.8832326991,25.4098924254,25.9582108725,26.5276068072,27.0852643577,27.8595078781,28.3920828404,35.4504687348,42.7757441708,50.8035896422,59.1025699721,67.6459285119,76.2962785577,85.0031120564,93.6180946021,102.185613119,109.992062064,110.634897897,113.597251747,116.552241003,119.405070966,122.24745869,125.085037266,127.973990985,130.740384981,133.492080155,136.245743436,138.581846566,141.517981684,151.524180307,161.009679586,170.403402076,179.792704083,188.493254217,196.654589082,203.999062971,210.698992013,216.992935897,222.925545348,1.0,1.0,1.0,1.0,1.0,1.0,76
0.0993961866,0.1172547866,0.8497281702,0.8508659665,22.0569681908,22.6682326448,23.2668655919,23.8987164837,24.4590552493,24.9934550696,25.5478802647,26.1442289931,26.7695479732,27.3847356474,28.2409495715,28.7602702581,35.6605836634,42.8162812628,50.6789393035,58.8961399897,67.473166488,76.2877418597,85.2824452434,94.3388370341,103.527374463,112.033804809,112.59454592,115.151912142,117.720331478,120.229291734,122.757844005,125.310773759,127.894372065,130.343479747,132.799109271,135.319198667,137.489214314,138.119677031,140.221485974,142.597637588,144.884481923,147.053070213,149.164739628,151.319973224,153.397260729,155.352088714,157.268927786,159.225550138,1.0,1.0,1.0,1.0,1.0,1.0,77
0.0558114368,0.0956505633,0.4597737924,0.6429626013,22.0555696164,22.6487707412,23.2504836659,23.8672412192,24.3982341418,24.901648873,25.4345088005,25.9899721066,26.5508395102,27.123426682,27.8974119599,28.4877988749,36.3533648503,44.5526018593,53.5669921651,62.8666920842,72.4103365495,82.0141367111,91.6622052966,101.125928927,110.464269212,118.937103094,119.96500007,124.833630726,129.655033486,134.253446219,138.779647285,143.21354414,147.675593601,151.9000573,156.053896273,160.177818937,163.685608347,165.148763861,170.062375586,174.853494714,179.214198886,183.726616572,188.170543056,192.586233626,196.901478516,201.126991014,205.281896913,209.340304858,1.0,1.0,1.0,1.0,1.0,1.0,78
