mean_grad,sigma_grad,mean_fls1,sigma_fls1,mean_fls2,sigma_fls2,mean_fls3,sigma_fls3
0.132942602069,0.018733302471,0.0977310285776,0.00509988733174,0.602273438754,0.0357661107944,0.314624803173,0.103727295606
